image_path,question,real_answer,formatted_pred,prediction
imported_genome,How many engines does the nearest plane have?,2,2,2
tdiuc_templates,How many people are there?,6,10,10
tdiuc_templates,How many horses are there?,8,20,20
imported_genome,How many phones are in the picture?,3,4,4
amt,How many windows are on the church?,6,12,12
imported_genome,How many birds are there?,11,12,12
imported_vqa,How many people have a bat?,2,1,1
tdiuc_templates,How many donuts are there?,1,1,1
tdiuc_templates,How many people are visible?,14,28,28
tdiuc_templates,How many buses are in the photo?,5,4,four
tdiuc_templates,How many oranges are in the photo?,6,7,7
imported_vqa,How many giraffes are there?,5,6,6
imported_vqa,How many vegetables are in this meal?,4,2,2
tdiuc_templates,How many cups are in the photo?,2,2,two
tdiuc_templates,How many motorcycles are there?,9,-1,many
tdiuc_templates,How many suitcases are in the photo?,7,3,3
imported_vqa,How many people are playing?,10,10,10
tdiuc_templates,How many cows can be seen?,6,8,8
generate,How many buses are there?,0,0,0
tdiuc_templates,How many bottles are there?,2,2,two
imported_genome,How many sinks are there?,2,2,2
tdiuc_templates,How many people are there?,2,1,1
imported_genome,How many windows are on the house?,9,6,6
tdiuc_templates,How many people are visible?,5,5,five
imported_vqa,How many colors are on the kite?,6,5,5
tdiuc_templates,How many people are there?,2,2,2
tdiuc_templates,How many people are in the photo?,6,8,8
imported_genome,How many claws are Visible in the photo?,3,2,2
imported_vqa,How many people in this scene?,0,0,0
tdiuc_templates,How many people are in the picture?,5,8,8
imported_genome,How many windmills are in the photo?,5,8,8
tdiuc_templates,How many birds are visible?,1,10,10
tdiuc_templates,How many people are there?,8,7,seven
imported_vqa,How many motorcycles are there?,8,6,six
tdiuc_templates,How many vases are there?,12,15,15
imported_genome,How many items are hanging from the umbrella?,7,10,10
tdiuc_templates,How many cows are there?,5,7,seven
imported_vqa,How many different kinds of fruit/vegetables are shown?,2,3,3
imported_genome,How many iron bars are shown?,6,10,10
imported_vqa,How many people are in the picture?,5,6,6
tdiuc_templates,How many people can be seen?,6,10,10
tdiuc_templates,How many people can you see?,11,10,10
tdiuc_templates,How many books can you see?,5,10,10
generate,How many red suitcases are there in the image?,0,0,0
imported_vqa,How many tiny donuts?,12,12,12
imported_genome,How many water bottles are on the table?,5,4,4
amt,How many of the windows have window ac units?,6,2,two
imported_genome,How many toilets are in this picture?,1,1,1
tdiuc_templates,How many people are in the photo?,4,7,seven
imported_vqa,How many animals?,7,6,6
tdiuc_templates,How many people are there?,11,-1,many people
imported_vqa,How many pears are on the plate?,4,5,5
imported_vqa,How many boards are shown?,4,5,5
tdiuc_templates,How many people are in the picture?,5,5,five
imported_genome,How many elephants are visible?,7,6,6
tdiuc_templates,How many people are there?,5,10,10
imported_genome,How many people are in the picture?,5,6,6
tdiuc_templates,How many people are in the photo?,6,-1,more than five
imported_genome,How many sides does the stop sign have?,8,8,8
tdiuc_templates,How many boats are there?,8,10,10
tdiuc_templates,How many trucks are there?,2,1,one
imported_genome,How many wheels are on the ground?,6,10,10
imported_vqa,How many cones are there?,5,10,10
tdiuc_templates,How many books are there?,4,100,100
imported_genome,How many window openings are pictured?,7,8,8
imported_genome,How many canoes are in the photo?,4,3,3
imported_vqa,How many snowboards are seen?,5,4,4
imported_vqa,How many people are riding on the scooter?,2,2,2
tdiuc_templates,How many people are there?,5,10,ten
imported_genome,How many glasses are visible?,1,2,2
amt,How many red fruits are on the plate?,5,3,3
imported_vqa,How many windows are on the wall?,3,3,3
imported_vqa,How many people are shown?,7,8,8
tdiuc_templates,How many toothbrushes are there?,7,5,5
tdiuc_templates,How many broccolis are visible?,6,10,10
tdiuc_templates,How many people are there?,3,10,10
imported_vqa,How many people are on the bench?,3,3,3
tdiuc_templates,How many people are there?,8,-1,many
imported_vqa,How many glasses have red wine?,10,10,10
imported_vqa,How many train tracks are shown?,2,2,two
tdiuc_templates,How many donuts are there?,11,-1,many
amt,How many people are flying on the beach?,0,1,1
imported_genome,How many windows are on the second floor of the first building?,12,4,four
imported_genome,How many people are in the picture?,1,1,1
amt,How many people are to the left of the skater?,3,2,2
imported_genome,How many bananas?,14,20,20
imported_vqa,How many steps are shown?,7,5,5
imported_genome,How many clocks are on the first tree?,3,4,four
imported_vqa,How many elephants are there?,3,3,3
imported_genome,How many giraffes are there?,1,1,1
tdiuc_templates,How many people are there?,5,4,4
tdiuc_templates,How many people are there?,5,5,five
imported_vqa,How many slices of pizza are on the plate?,4,4,4
imported_genome,How many Giraffes?,3,3,3
imported_vqa,How many people are shown?,5,6,6
tdiuc_templates,How many people are there?,10,10,10
tdiuc_templates,How many suitcases are there?,7,-1,many
tdiuc_templates,How many couches are there?,3,1,one
tdiuc_templates,How many bananas are there?,9,-1,dozens
tdiuc_templates,How many cars can be seen?,3,3,3
imported_vqa,How many doughnuts can be seen?,10,12,12
imported_vqa,How many chefs are there in the picture?,3,2,two
amt,How many people are running near the green bus?,0,0,0
generate,How many buses are red and white striped?,0,0,0
amt,How many images are on the wall?,1,1,1
tdiuc_templates,How many broccolis are there?,6,10,10
imported_vqa,How many ducklings are there shown?,7,11,11
tdiuc_templates,How many people are there?,3,3,3
tdiuc_templates,How many people can be seen?,5,4,4
imported_genome,How many people are there?,3,4,4
imported_vqa,How many people are on top of the elephant?,4,3,three
tdiuc_templates,How many people are there?,9,-1,many
generate,How many fans are to the left of the person sitting in the chair?,0,1,1
imported_vqa,How many spires are visible?,1,1,1
tdiuc_templates,How many chairs are there?,5,2,2
tdiuc_templates,How many people are there?,8,10,10
tdiuc_templates,How many carrots are there?,2,5,5
tdiuc_templates,How many people are in the picture?,3,3,three
imported_genome,How many boxes of pizza are visible?,5,10,10
tdiuc_templates,How many carrots are there?,5,7,7
tdiuc_templates,How many people can you see?,5,4,four
tdiuc_templates,How many people can be seen?,5,100,100
imported_vqa,How many men are standing up?,10,10,10
tdiuc_templates,How many cows are in the photo?,5,6,six
tdiuc_templates,How many vases can be seen?,5,6,6
imported_vqa,How many pillows are there?,3,4,4
tdiuc_templates,How many people are there?,7,-1,more than ten
tdiuc_templates,How many people are there?,4,7,seven
tdiuc_templates,How many people can be seen?,7,15,15
imported_genome,How many chairs are pictured?,2,3,3
tdiuc_templates,How many bicycles are there?,9,10,ten
tdiuc_templates,How many people are in the photo?,5,5,5
tdiuc_templates,How many cars can you see?,5,7,7
amt,How many clocks are putting on the sky?,0,1,1
tdiuc_templates,How many cups can be seen?,4,5,five
tdiuc_templates,How many people are visible?,7,10,ten
imported_vqa,How many slices of pepperoni are on this pizza?,7,8,8
imported_vqa,How many statues of people are there?,3,2,two
tdiuc_templates,How many dining tables are in the photo?,2,1,one
imported_genome,How many umbrellas are there?,3,3,3
tdiuc_templates,How many people are there?,5,4,four
imported_vqa,How many berries?,9,12,12
imported_vqa,How many people are there?,5,6,6
imported_vqa,How many umbrellas are there?,13,20,20
imported_vqa,How many candles are there?,6,8,8
imported_genome,How many bicyclists are there?,5,5,5
amt,How many road signs are in the picture?,7,2,two
imported_vqa,How many people are here?,13,12,12
amt,How many vegetables in this picture are bright red?,4,2,2
imported_vqa,How many doughnut holes can you see in this picture?,2,0,0
tdiuc_templates,How many people can be seen?,7,15,15
imported_genome,How many barges are there?,1,1,one
tdiuc_templates,How many books are there?,2,1,one
tdiuc_templates,How many handbags are there?,2,2,2
tdiuc_templates,How many people are there?,3,3,three
tdiuc_templates,How many people are there?,6,10,ten
imported_vqa,How many kites in the sky?,4,6,6
imported_vqa,How many trucks are shown?,2,2,two
tdiuc_templates,How many people are in the picture?,5,-1,more than ten
tdiuc_templates,How many people are visible?,5,10,ten
imported_vqa,How many people are skiing?,8,1,one
imported_genome,How many sheep are there?,11,15,15
tdiuc_templates,How many cars are there?,5,20,20
tdiuc_templates,How many people are in the picture?,4,10,ten
imported_genome,How many people are there?,5,6,6
tdiuc_templates,How many people are there?,6,6,6
imported_vqa,How many people are posing?,5,6,six
tdiuc_templates,How many umbrellas can be seen?,6,-1,many
tdiuc_templates,How many suitcases are in the picture?,8,-1,many
tdiuc_templates,How many carrots are there?,5,20,20
tdiuc_templates,How many chairs are there?,6,2,two
generate,How many giraffes are there in the grass?,0,0,zero
imported_vqa,How many cows are shown?,7,7,seven
tdiuc_templates,How many boats are there?,8,10,ten
imported_vqa,How many giraffes are in this picture?,3,3,3
generate,How many toilet seats are there?,0,1,one
tdiuc_templates,How many people are in the photo?,6,10,10
imported_vqa,How many candles are in the picture?,6,6,six
imported_genome,How many people are on the court?,2,2,2
imported_vqa,How many chairs are at the table?,8,6,6
tdiuc_templates,How many people are there?,7,-1,more than ten
tdiuc_templates,How many motorcycles are in the picture?,6,-1,more than ten
tdiuc_templates,How many people can be seen?,3,3,3
tdiuc_templates,How many chairs are visible?,4,2,two
tdiuc_templates,How many birds are there?,2,3,3
tdiuc_templates,How many teddy bears are in the picture?,6,3,3
tdiuc_templates,How many people are there?,4,6,6
tdiuc_templates,How many people can you see?,4,4,4
tdiuc_templates,How many motorcycles are visible?,5,7,seven
imported_vqa,How many dogs are here?,1,1,1
tdiuc_templates,How many umbrellas are there?,4,6,6
imported_vqa,How many people are in the scene?,9,8,eight
tdiuc_templates,How many broccolis are there?,7,-1,many
imported_genome,How many cows are there?,1,1,one
imported_vqa,How many bicycles are on the road?,3,3,3
tdiuc_templates,How many cows are in the picture?,5,7,7
imported_vqa,How many lamps can you see?,5,6,6
tdiuc_templates,How many people are in the photo?,9,-1,more than ten
imported_vqa,How many people are riding their bicycle?,3,3,3
imported_vqa,How many different colors of balloons are there?,4,3,three
tdiuc_templates,How many bananas are visible?,13,-1,dozens
imported_vqa,How many people are in this race?,3,3,3
tdiuc_templates,How many people are there?,5,7,seven
imported_vqa,How many pillows are there?,5,6,6
imported_genome,How many chairs can you see?,10,15,15
imported_genome,How many people are in this picture?,4,6,6
imported_vqa,How many engines do you see on this plane?,6,4,4
tdiuc_templates,How many motorcycles can you see?,5,10,10
tdiuc_templates,How many people are in the picture?,3,50,50
tdiuc_templates,How many people can be seen?,4,6,6
amt,How many white cats are in the picture?,0,0,0
tdiuc_templates,How many people can you see?,7,10,10
imported_vqa,How many panes does the window have?,12,12,12
imported_genome,How many giraffes are shown?,3,3,3
imported_genome,How many stairs are there?,7,10,10
imported_genome,How many people are in this photo?,3,2,2
imported_genome,How many red letters are on the wall?,6,5,5
imported_genome,How many orange slices on top of the salad?,2,4,4
tdiuc_templates,How many cows are in the photo?,4,4,four
tdiuc_templates,How many people are there?,7,4,4
tdiuc_templates,How many people are in the picture?,7,7,seven
imported_genome,How many boats are there?,3,2,two
imported_vqa,How many slices is the food cut into?,6,6,6
tdiuc_templates,How many people are there?,5,100,100
tdiuc_templates,How many people can be seen?,5,15,15
imported_vqa,How many wheels does this bike have?,2,2,two
tdiuc_templates,How many people are there?,10,10,10
imported_genome,How many people are shown?,3,4,4
tdiuc_templates,How many backpacks can you see?,5,2,2
imported_vqa,How many elephants are there?,15,-1,more than ten
imported_vqa,How many bicycles can you see in this photo?,8,10,10
tdiuc_templates,How many people can you see?,7,10,10
imported_genome,How many slices of pizza are there?,8,8,8
generate,How many refrigerators are in this room?,0,0,0
imported_genome,How many players on the field?,8,7,7
tdiuc_templates,How many people are in the photo?,6,7,seven
tdiuc_templates,How many boats are in the picture?,6,10,10
tdiuc_templates,How many people are visible?,8,-1,many people
imported_vqa,How many boards are standing?,9,10,10
imported_vqa,How many images are in this image?,10,12,12
imported_genome,How many windows can be seen in the building?,7,10,10
tdiuc_templates,How many people can be seen?,5,4,four
imported_genome,How many cars are in the picture?,3,3,3
generate,How many zebras are here?,0,0,0
imported_vqa,How many rolls of toilet paper are there?,2,2,2
tdiuc_templates,How many boats are there?,5,2,two
tdiuc_templates,How many books are in the picture?,12,13,13
generate,How many white stuffed bears are there?,0,0,0
imported_vqa,How many dogs are with the person?,2,2,two
tdiuc_templates,How many ties are there?,8,8,8
imported_vqa,How many pins are on the wall?,5,6,six
imported_vqa,How many flowers are in the vase?,5,7,7
tdiuc_templates,How many people are there?,7,8,8
tdiuc_templates,How many people are there?,4,4,4
tdiuc_templates,How many people are there?,5,10,ten
tdiuc_templates,How many people can be seen?,6,30,30
tdiuc_templates,How many cows are there?,4,7,seven
imported_genome,How many buses are there?,6,6,6
imported_vqa,How many white squares are there?,8,8,8
tdiuc_templates,How many people can be seen?,8,-1,more than ten
imported_vqa,How many fruits are there?,1,1,1
tdiuc_templates,How many wine glasses are visible?,9,16,16
tdiuc_templates,How many broccolis are there?,6,4,4
imported_genome,How many people are in the photo?,1,1,1
imported_vqa,How many men are playing?,3,4,four
tdiuc_templates,How many people can be seen?,6,2,2
tdiuc_templates,How many buses are visible?,5,4,4
tdiuc_templates,How many donuts can be seen?,9,12,12
tdiuc_templates,How many people are in the photo?,9,-1,more than five
tdiuc_templates,How many suitcases are in the photo?,13,50,50
imported_vqa,How many are riding bikes?,6,6,6
imported_vqa,How many fingers are fully visible?,6,8,8
imported_vqa,How many boats are there?,5,5,5
tdiuc_templates,How many people are visible?,7,10,10
imported_vqa,How many cars are in the street?,6,6,6
tdiuc_templates,How many people are in the photo?,5,10,10
tdiuc_templates,How many people are in the picture?,2,2,two
imported_vqa,How many windows are on the right side of the bus?,11,20,20
tdiuc_templates,How many cars can be seen?,4,4,4
tdiuc_templates,How many dogs can be seen?,4,3,3
tdiuc_templates,How many people are in the picture?,1,1,one
imported_vqa,How many women?,10,10,ten
tdiuc_templates,How many people are there?,8,2,two
tdiuc_templates,How many people are in the photo?,8,-1,many
tdiuc_templates,How many sheep are there?,4,8,8
imported_vqa,How many boards are shown?,13,20,20
tdiuc_templates,How many chairs are there?,7,20,20
imported_vqa,How many girls do you see?,1,1,1
tdiuc_templates,How many scissors are there?,6,6,6
tdiuc_templates,How many elephants can be seen?,3,3,3
tdiuc_templates,How many people are there?,6,10,10
tdiuc_templates,How many boats are in the photo?,1,1,one
tdiuc_templates,How many cars are visible?,6,10,ten
tdiuc_templates,How many motorcycles can be seen?,4,7,seven
imported_vqa,How many slices of pizza are there?,8,6,6
imported_genome,How many clocks?,7,20,20
tdiuc_templates,How many broccolis can be seen?,10,12,12
imported_vqa,How many trains are in motion?,2,2,two
imported_genome,How many surf boards do you see?,10,20,20
tdiuc_templates,How many carrots can be seen?,2,5,5
tdiuc_templates,How many people are in the picture?,8,-1,more than ten
tdiuc_templates,How many people are in the photo?,7,-1,more than ten
tdiuc_templates,How many donuts are in the photo?,5,6,6
imported_genome,How many people?,4,4,4
tdiuc_templates,How many books can be seen?,11,13,13
imported_genome,How many skiers are in the picture?,6,5,5
tdiuc_templates,How many motorcycles are in the picture?,5,-1,many
imported_vqa,How many glasses are there?,6,10,10
imported_vqa,How many bells?,3,2,two
imported_vqa,How many pillows are on the bed?,6,4,4
tdiuc_templates,How many people are there?,9,-1,many people
imported_genome,How many people are on the sidewalk?,4,3,3
tdiuc_templates,How many broccolis are in the picture?,6,2,2
tdiuc_templates,How many people are visible?,3,3,three
imported_vqa,How many buses are there?,3,3,three
imported_vqa,How many tags are there total?,6,4,4
imported_vqa,How many different kinds of fruit are there?,3,3,3
tdiuc_templates,How many people are there?,2,2,2
tdiuc_templates,How many people can you see?,5,15,15
imported_genome,How many people are captured in the picture?,5,4,4
tdiuc_templates,How many umbrellas are in the photo?,5,5,5
tdiuc_templates,How many people are in the photo?,6,8,8
tdiuc_templates,How many people are there?,4,8,8
tdiuc_templates,How many people are visible?,5,-1,many
imported_genome,How many people are pictured here?,4,5,5
tdiuc_templates,How many cows are there?,7,8,eight
imported_genome,"How many red and white ""no enter"" signs are there?",3,3,3
tdiuc_templates,How many wine glasses can be seen?,9,10,10
tdiuc_templates,How many people can you see?,1,1,one
tdiuc_templates,How many suitcases can you see?,8,10,10
imported_vqa,How many umbrellas do you see?,15,15,15
amt,How many sets of blue bristles are on the head of this toothbrush?,6,1,1
imported_genome,How many wheels are on the plane?,6,6,6
imported_vqa,How many fruit?,4,4,4
imported_vqa,How many zebra walk across this plane?,14,2,2
imported_vqa,How many slats are on the back of the park bench?,8,6,6
amt,How many plates are full of food?,6,20,20
tdiuc_templates,How many people can be seen?,4,10,10
tdiuc_templates,How many chairs are there?,2,2,2
tdiuc_templates,How many sheep are there?,7,10,ten
tdiuc_templates,How many airplanes are there?,2,1,one
tdiuc_templates,How many buses are there?,2,2,two
imported_genome,How many of the man's hands are visible?,1,1,one
imported_genome,How many elephants are visible?,2,2,2
generate,How many dogs have a frisbee in their mouth?,0,0,0
tdiuc_templates,How many bowls can be seen?,3,3,3
tdiuc_templates,How many trucks are there?,1,1,one
tdiuc_templates,How many people can be seen?,4,10,10
tdiuc_templates,How many people are there?,9,-1,many
generate,How many baby giraffes are there?,0,0,zero
imported_vqa,How many players can be seen from the green and gold team?,4,3,three
tdiuc_templates,How many people can you see?,6,10,10
tdiuc_templates,How many people are there?,8,10,ten
tdiuc_templates,How many birds can you see?,4,3,3
imported_genome,How many men are pictured?,6,5,5
imported_vqa,How many bikes are in the photo?,8,10,ten
imported_genome,How many planes are on the tarmac?,2,1,1
tdiuc_templates,How many chairs are visible?,7,10,ten
tdiuc_templates,How many cups can be seen?,6,4,4
tdiuc_templates,How many people are in the picture?,4,8,8
tdiuc_templates,How many people are visible?,9,10,10
imported_vqa,How many elephants are there?,6,6,six
imported_genome,How many windows are visible on the closest building?,7,20,20
imported_vqa,How many dogs are there?,1,1,1
imported_vqa,How many clocks are on the building?,2,1,1
tdiuc_templates,How many cars can you see?,6,10,10
tdiuc_templates,How many people are in the picture?,4,5,five
tdiuc_templates,How many donuts are visible?,6,8,8
imported_vqa,How many people are standing for photograph?,8,12,12
tdiuc_templates,How many donuts can be seen?,5,12,12
imported_genome,How many people are in the picture?,4,4,4
tdiuc_templates,How many elephants are there?,4,4,four
tdiuc_templates,How many people are there?,5,5,five
tdiuc_templates,How many ties are visible?,4,-1,lot
imported_genome,How many elephants are there?,4,4,4
tdiuc_templates,How many people can be seen?,5,6,6
tdiuc_templates,How many bears are in the picture?,3,3,3
imported_vqa,How many elephants?,6,6,6
imported_vqa,How many dials on oven?,4,4,4
tdiuc_templates,How many people are there?,10,-1,more than ten
imported_vqa,How many cupcakes are there?,12,12,12
tdiuc_templates,How many people are in the picture?,6,1,one
tdiuc_templates,How many people are there?,2,1,1
tdiuc_templates,How many people can you see?,10,15,15
amt,How many people are washing hands ?,1,2,2
tdiuc_templates,How many bowls are there?,5,4,four
tdiuc_templates,How many people are there?,8,5,five
imported_genome,How many grey seats are in the couch area?,4,2,2
imported_vqa,How many are in military uniform?,5,5,5
imported_genome,How many wine glasses are on the table?,6,6,6
imported_vqa,How many dishes are in the sink?,5,0,0
tdiuc_templates,How many dining tables are there?,2,1,one
imported_genome,How many white figures are painted on the top of the brick building?,8,3,three
tdiuc_templates,How many couches are in the picture?,2,2,two
imported_genome,How many toothbrush holders are there?,6,9,9
imported_vqa,How many different vegetables are here?,7,6,6
tdiuc_templates,How many people are in the photo?,8,10,10
tdiuc_templates,How many people can be seen?,5,6,6
tdiuc_templates,How many sheep can be seen?,6,6,6
imported_vqa,How many giraffe are pictured?,9,9,nine
tdiuc_templates,How many donuts are there?,14,48,48
tdiuc_templates,How many people are there?,12,35,35
tdiuc_templates,How many suitcases are in the photo?,5,5,5
tdiuc_templates,How many pizzas can be seen?,4,4,4
imported_genome,How many sheep are there?,5,8,eight
tdiuc_templates,How many people are in the picture?,8,8,eight
imported_vqa,How many pillars?,14,10,10
tdiuc_templates,How many motorcycles can be seen?,5,7,seven
tdiuc_templates,How many elephants are visible?,2,2,2
imported_genome,How many sheep are in the photo?,5,6,6
imported_genome,How many zebras in the picture?,6,6,6
tdiuc_templates,How many people are in the photo?,5,4,four
tdiuc_templates,How many people are there?,6,-1,more than ten
tdiuc_templates,How many potted plants can you see?,6,10,10
imported_vqa,How many umbrellas in the photo?,2,2,two
tdiuc_templates,How many donuts can you see?,9,6,6
tdiuc_templates,How many chairs are there?,2,2,2
tdiuc_templates,How many people are there?,6,7,seven
tdiuc_templates,How many chairs can be seen?,7,2,two
tdiuc_templates,How many suitcases are in the picture?,6,100,100
imported_vqa,How many fingers does this man have?,10,10,10
imported_genome,How many people are in the picture?,5,5,5
tdiuc_templates,How many birds can you see?,4,10,10
tdiuc_templates,How many people are in the picture?,3,3,three
imported_vqa,How many potted plants are there?,13,12,12
tdiuc_templates,How many cell phones are visible?,6,6,6
amt,How many red cups are not in a stack?,5,1,1
tdiuc_templates,How many people are visible?,6,10,10
tdiuc_templates,How many people are in the picture?,11,20,20
tdiuc_templates,How many people can be seen?,11,-1,many
amt,How many words are on the picture?,6,4,4
imported_vqa,How many kids are in the first row?,7,6,six
tdiuc_templates,How many people are visible?,5,7,seven
imported_genome,How many people are in photo?,9,8,8
tdiuc_templates,How many surfboards can you see?,2,5,5
imported_vqa,How many buses are there?,5,4,4
tdiuc_templates,How many people can be seen?,5,8,8
tdiuc_templates,How many toilets are there?,1,1,1
tdiuc_templates,How many cars can you see?,3,5,5
imported_genome,How many cows are there?,4,5,5
imported_genome,How many rainbows are there?,1,1,1
imported_genome,How many condiment bottles are there?,7,15,15
tdiuc_templates,How many people are there?,7,10,10
tdiuc_templates,How many people are there?,5,5,five
tdiuc_templates,How many umbrellas are there?,13,-1,dozens
tdiuc_templates,How many pizzas are there?,3,2,two
imported_genome,How many people are pictured?,3,3,3
tdiuc_templates,How many sandwiches are there?,8,6,6
tdiuc_templates,How many people are in the picture?,2,4,4
tdiuc_templates,How many people are visible?,7,6,6
imported_vqa,How many zebras are pictured?,6,6,6
tdiuc_templates,How many people are in the picture?,5,7,seven
imported_vqa,How many sets of three carrots are on the plate?,4,3,3
generate,How many layers does this cake have?,0,0,0
imported_vqa,How many points does the design on the parasol have?,6,8,8
imported_vqa,How many light poles are there?,7,6,6
tdiuc_templates,How many people are in the picture?,7,-1,more than ten
imported_genome,How many white doors are there?,1,2,2
tdiuc_templates,How many people are there?,7,-1,more than ten
tdiuc_templates,How many people are there?,5,10,10
imported_genome,How many surfboards on the wall?,6,5,5
generate,How many dogs on a leash are in the picture?,0,0,0
generate,How many bikes are there?,0,1,1
imported_vqa,How many vehicles can be seen in photo?,4,3,three
amt,How many kids are wearing pink?,1,1,1
tdiuc_templates,How many people are in the photo?,4,-1,more than ten
tdiuc_templates,How many people can be seen?,3,2,2
tdiuc_templates,How many boats are there?,6,-1,more than ten
imported_genome,How many oranges are in the bowl?,10,13,13
tdiuc_templates,How many toilets are there?,5,6,6
tdiuc_templates,How many umbrellas can be seen?,5,-1,many
tdiuc_templates,How many people are in the picture?,5,5,five
imported_genome,How many traffic lights are pictured?,8,4,4
imported_vqa,How many slices is this pizza cut into?,8,8,8
tdiuc_templates,How many bowls are there?,7,6,six
imported_genome,How many urinals are seen?,4,4,4
tdiuc_templates,How many people can be seen?,5,6,6
imported_vqa,How many sculptures are there?,5,7,seven
tdiuc_templates,How many cars are visible?,3,5,five
imported_vqa,How many people are pictured?,5,8,eight
tdiuc_templates,How many people are in the picture?,8,5,5
tdiuc_templates,How many people are there?,12,-1,more than ten
tdiuc_templates,How many suitcases are there?,7,8,8
imported_genome,How many plates are there?,1,1,1
imported_vqa,How many animals are there?,5,4,four
tdiuc_templates,How many people are visible?,9,10,ten
tdiuc_templates,How many bananas are in the photo?,3,4,4
imported_vqa,How many wheels are shown?,6,6,6
tdiuc_templates,How many people are visible?,14,16,16
imported_vqa,How many computers are there?,5,5,5
tdiuc_templates,How many donuts are there?,10,6,6
imported_genome,How many people are playing?,1,1,1
tdiuc_templates,How many people are there?,6,-1,more than ten
tdiuc_templates,How many pizzas are visible?,3,2,2
tdiuc_templates,How many suitcases can be seen?,13,10,10
amt,How many red dishes are there?,3,2,2
imported_vqa,How many people are there?,5,5,5
tdiuc_templates,How many people are there?,4,4,four
tdiuc_templates,How many people are visible?,8,10,10
tdiuc_templates,How many people can be seen?,5,5,5
imported_genome,How many people are shown?,10,8,8
imported_vqa,How many sheep are there?,8,8,eight
tdiuc_templates,How many people are there?,7,10,10
tdiuc_templates,How many pizzas are there?,3,1,1
imported_genome,How many giraffes are there?,3,4,4
imported_genome,How many people are in the picture?,2,2,2
tdiuc_templates,How many people can you see?,6,15,15
imported_vqa,How many keyboards are there?,1,1,1
imported_vqa,How many cars are in the picture?,5,6,6
tdiuc_templates,How many people are there?,3,3,3
tdiuc_templates,How many people can be seen?,9,-1,more than ten
imported_vqa,How many airplanes are there?,9,9,nine
tdiuc_templates,How many people can you see?,6,30,30
generate,How many airplane wheels are to be seen?,0,0,0
tdiuc_templates,How many motorcycles are there?,7,20,20
tdiuc_templates,How many handbags are there?,3,1,1
tdiuc_templates,How many people are there?,4,4,four
imported_genome,How many speakers are on the table?,2,2,2
tdiuc_templates,How many bicycles can be seen?,4,5,5
generate,How many fingers does the person on the left hold up on each hand in the image?,0,2,2
tdiuc_templates,How many people are in the picture?,5,10,ten
tdiuc_templates,How many cows can be seen?,6,12,12
tdiuc_templates,How many people can you see?,11,100,100
generate,How many dogs are there?,0,0,0
tdiuc_templates,How many people can you see?,5,10,10
imported_vqa,How many clocks are on this wall?,5,12,12
imported_vqa,How many zebras are there?,5,5,5
imported_vqa,How many roses are in the vase?,5,5,5
tdiuc_templates,How many people are in the picture?,9,20,20
imported_vqa,How many different vases are shown?,5,4,4
tdiuc_templates,How many umbrellas are in the picture?,5,6,6
generate,How many people are wearing orange shirts in the picture?,0,0,0
imported_genome,How many people are visible?,5,6,6
imported_genome,How many frames are pictured?,1,2,2
tdiuc_templates,How many people can you see?,4,5,5
tdiuc_templates,How many broccolis are visible?,5,10,10
tdiuc_templates,How many people are there?,3,5,five
tdiuc_templates,How many carrots can be seen?,7,10,10
tdiuc_templates,How many bottles are in the photo?,2,3,three
tdiuc_templates,How many broccolis can be seen?,6,1,1
imported_genome,How many boxes are there?,1,1,1
generate,How many dogs are sitting down?,0,0,0
imported_genome,How many people do you see?,9,7,7
imported_vqa,How many signs are there?,3,3,3
imported_vqa,How many bags is the woman carrying?,1,2,two
imported_vqa,How many slices of pizza is there?,8,8,8
imported_genome,How many windows are pictured?,5,6,6
tdiuc_templates,How many cows can be seen?,3,3,3
generate,How many cars are covered in snow?,0,0,0
tdiuc_templates,How many hot dogs are there?,9,20,20
imported_vqa,How many round cakes did it take to make this bear?,8,1,1
imported_genome,How many people are in the picture?,7,10,10
imported_vqa,How many pillows are on the bed?,3,4,4
tdiuc_templates,How many people are there?,7,-1,many
imported_vqa,How many giraffe are there?,2,2,2
imported_vqa,How many boys are there?,14,20,20
tdiuc_templates,How many dogs are visible?,2,2,two
tdiuc_templates,How many donuts are visible?,10,20,twenty
imported_vqa,How many eyes are shown in this photo?,4,4,4
imported_genome,How many drawers are in the dresser?,6,4,4
tdiuc_templates,How many people are there?,6,7,seven
imported_genome,How many yellow boots?,4,2,2
imported_vqa,How many tomatoes are in the black container?,4,3,3
tdiuc_templates,How many people are there?,4,10,10
imported_genome,How many people are shown?,3,2,2
imported_genome,How many elephants are there?,7,7,7
tdiuc_templates,How many couches can you see?,2,2,two
imported_genome,How many people are in the photo?,2,3,3
imported_genome,How many sections of the pizza are shown?,4,4,4
amt,How many of the plates are full of ribs?,1,1,1
imported_vqa,How many vehicles are there?,6,4,four
tdiuc_templates,How many bowls are in the photo?,3,2,2
tdiuc_templates,How many broccolis can be seen?,10,20,20
tdiuc_templates,How many cars are there?,3,10,10
imported_genome,How many adults are visible?,2,2,two
imported_genome,How many people do you see?,9,12,12
generate,How many legs of the elephant can you see?,0,0,0
imported_vqa,How many days of the week is the store open?,7,7,7
tdiuc_templates,How many bicycles are in the photo?,3,10,10
imported_vqa,How many cars are in the picture?,3,3,3
imported_genome,How many donuts are there?,1,1,1
imported_vqa,How many pillows?,3,4,4
imported_vqa,How many umbrellas are in the image?,6,8,8
